,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,context_cat,answer_pos_cat,answer_start_cat
58234,57266f58dd62a815002e84b2,Department_store,"Mexico has a large number of department stores based in Mexico, of which the most traditional are El Palacio de Hierro (High end and luxury goods) and Liverpool (Upper-middle income), with its middle income sister store Fabricas de Francia. Sanborns owns over 100 middle income level stores throughout the country. Grupo Carso operates Sears Mexico and two high-end Saks 5th Avenue stores. Other large chains are Coppel and Elektra, which offer items for the bargain price seeker. Wal-Mart operates Suburbia for lower income shoppers, along with stores under the brand names of Wal-Mart, Bodega Aurrera, and Superama.",What company operates Sears Mexico? ,"{'text': array(['Grupo Carso'], dtype=object), 'answer_start': array([315], dtype=int32)}",617,Grupo Carso,315,0.5105348460291734,"(600, 700]","[0.5, 1.5)","[150, 400)"
86799,572817492ca10214002d9da8,Central_African_Republic,"In 2004 the Central African Republic Bush War began as forces opposed to Bozizé took up arms against his government. In May 2005 Bozizé won a presidential election that excluded Patassé and in 2006 fighting continued between the government and the rebels. In November 2006, Bozizé's government requested French military support to help them repel rebels who had taken control of towns in the country's northern regions. Though the initially public details of the agreement pertained to logistics and intelligence, the French assistance eventually included strikes by Mirage jets against rebel positions.",When did CAR ask for assistance from the French against rebels?,"{'text': array(['November 2006'], dtype=object), 'answer_start': array([259], dtype=int32)}",603,November 2006,259,0.4295190713101161,"(600, 700]","[0.25, 0.5)","[150, 400)"
91734,5728b4f54b864d1900164c82,Apollo,"The etymology of the name is uncertain. The spelling Ἀπόλλων (pronounced [a.pól.lɔːn] in Classical Attic) had almost superseded all other forms by the beginning of the common era, but the Doric form Apellon (Ἀπέλλων), is more archaic, derived from an earlier *Ἀπέλjων. It probably is a cognate to the Doric month Apellaios (Ἀπελλαῖος), and the offerings apellaia (ἀπελλαῖα) at the initiation of the young men during the family-festival apellai (ἀπέλλαι). According to some scholars the words are derived from the Doric word apella (ἀπέλλα), which originally meant ""wall,"" ""fence for animals"" and later ""assembly within the limits of the square."" Apella (Ἀπέλλα) is the name of the popular assembly in Sparta, corresponding to the ecclesia (ἐκκλησία). R. S. P. Beekes rejected the connection of the theonym with the noun apellai and suggested a Pre-Greek proto-form *Apalyun.",What is the name of the popular assembly in Sparta?,"{'text': array(['Apella'], dtype=object), 'answer_start': array([646], dtype=int32)}",874,Apella,646,0.7391304347826086,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
117752,5a271b60c93d92001a4003f5,Immaculate_Conception,"It is admitted that the doctrine as defined by Pius IX was not explicitly mooted before the 12th century. It is also agreed that ""no direct or categorical and stringent proof of the dogma can be brought forward from Scripture"". But it is claimed that the doctrine is implicitly contained in the teaching of the Fathers. Their expressions on the subject of the sinlessness of Mary are, it is pointed out, so ample and so absolute that they must be taken to include original sin as well as actual. Thus in the first five centuries such epithets as ""in every respect holy"", ""in all things unstained"", ""super-innocent"", and ""singularly holy"" are applied to her; she is compared to Eve before the fall, as ancestress of a redeemed people; she is ""the earth before it was accursed"". The well-known words of St. Augustine (d. 430) may be cited: ""As regards the mother of God,"" he says, ""I will not allow any question whatever of sin."" It is true that he is here speaking directly of actual or personal sin. But his argument is that all men are sinners; that they are so through original depravity; that this original depravity may be overcome by the grace of God, and he adds that he does not know but that Mary may have had sufficient grace to overcome sin ""of every sort"" (omni ex parte).",What was explicitly mooted before the twelfth century?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1283,,-1,-0.000779423226812159,"(1000, 5000]","[-0.25, 0.0)","[-1, 0)"
72997,57273da05951b619008f8733,Affirmative_action_in_the_United_States,"Following the end of World War II the educational gap between White and Black Americans was widened by Dwight D. Eisenhower's GI Bill. This piece of legislation paved the way for white GIs to attend college. Despite their veteran status returning black servicemen were not afforded loans at the same rate as whites. Furthermore, at the time of its introduction, segregation was still the law of the land barring blacks from the best institutions. Overall, ""Nearly 8 million servicemen and servicewomen were educated under the provisions of the GI Bill after World War II. But for blacks, higher educational opportunities were so few that the promise of the GI Bill went largely unfulfilled.""",What major event preceded the growth of the divide in education between White and Black Americans?,"{'text': array(['end of World War II'], dtype=object), 'answer_start': array([14], dtype=int32)}",691,end of World War II,14,0.020260492040520984,"(600, 700]","[0.0, 0.25)","[0, 150)"
26529,5ad3a213604f3c001a3fea0b,High-definition_television,"The British high-definition TV service started trials in August 1936 and a regular service on 2 November 1936 using both the (mechanical) Baird 240 line sequential scan (later to be inaccurately rechristened 'progressive') and the (electronic) Marconi-EMI 405 line interlaced systems. The Baird system was discontinued in February 1937. In 1938 France followed with their own 441-line system, variants of which were also used by a number of other countries. The US NTSC 525-line system joined in 1941. In 1949 France introduced an even higher-resolution standard at 819 lines, a system that should have been high definition even by today's standards, but was monochrome only and the technical limitations of the time prevented it from achieving the definition of which it should have been capable. All of these systems used interlacing and a 4:3 aspect ratio except the 240-line system which was progressive (actually described at the time by the technically correct term ""sequential"") and the 405-line system which started as 5:4 and later changed to 4:3. The 405-line system adopted the (at that time) revolutionary idea of interlaced scanning to overcome the flicker problem of the 240-line with its 25 Hz frame rate. The 240-line system could have doubled its frame rate but this would have meant that the transmitted signal would have doubled in bandwidth, an unacceptable option as the video baseband bandwidth was required to be not more than 3 MHz.", Which country developed the 941-line system?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1456,,-1,-0.0006868131868131869,"(1000, 5000]","[-0.25, 0.0)","[-1, 0)"
82695,572807ba4b864d190016428a,Northwestern_University,"The Northwestern Interdisciplinary Law Review is a scholarly legal publication published annually by an editorial board of Northwestern University undergraduates. The journal's mission is to publish interdisciplinary legal research, drawing from fields such as history, literature, economics, philosophy, and art. Founded in 2008, the journal features articles by professors, law students, practitioners, and undergraduates. The journal is funded by the Buffett Center for International and Comparative Studies and the Office of the Provost.",What journal was founded in 2008 that features articles by professors and law students?,"{'text': array(['The Northwestern Interdisciplinary Law Review'], dtype=object), 'answer_start': array([0], dtype=int32)}",541,The Northwestern Interdisciplinary Law Review,0,0.0,"(0, 600]","[0.0, 0.25)","[0, 150)"
60966,5726e19ddd62a815002e93b7,Madonna_(entertainer),"Madonna embarked on the Confessions Tour in May 2006, which had a global audience of 1.2 million and grossed over $193.7 million, becoming the highest-grossing tour to that date for a female artist. Madonna used religious symbols, such as the crucifix and Crown of Thorns, in the performance of ""Live to Tell"". It caused the Russian Orthodox Church and the Federation of Jewish Communities of Russia to urge all their members to boycott her concert. At the same time, the International Federation of the Phonographic Industry (IFPI) announced officially that Madonna had sold over 200 million copies for her albums alone worldwide.",How much did the Confessions Tour make?,"{'text': array(['over $193.7 million'], dtype=object), 'answer_start': array([109], dtype=int32)}",631,over $193.7 million,109,0.17274167987321712,"(600, 700]","[0.0, 0.25)","[0, 150)"
77800,5a737bea53a187001ae63206,Political_party,"While there is some international commonality in the way political parties are recognized, and in how they operate, there are often many differences, and some are significant. Many political parties have an ideological core, but some do not, and many represent very different ideologies than they did when first founded. In democracies, political parties are elected by the electorate to run a government. Many countries have numerous powerful political parties, such as Germany and India and some nations have one-party systems, such as China. The United States is a two-party system, with its two most powerful parties being the Democratic Party and the Republican Party.",What is the main purpose changing an ideology after a government is founded?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",673,,-1,-0.0014858841010401188,"(600, 700]","[-0.25, 0.0)","[-1, 0)"
55172,5a3a087c2f14dd001ac726c5,Mammal,"Most mammals are viviparous, giving birth to live young. However, the five species of monotreme, the platypuses and the echidnas, lay eggs. The monotremes have a sex determination system different from that of most other mammals. In particular, the sex chromosomes of a platypus are more like those of a chicken than those of a therian mammal. Like marsupials and most other mammals, monotreme young are larval and fetus-like, as the presence of epipubic bones prevents the expansion of the torso, forcing them to produce small young.",What makes most monotreme viviparous?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",534,,-1,-0.0018726591760299626,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
107467,5a8a2f143b2508001a72a77e,51st_state,"Several days after the referendum, the Resident Commissioner Pedro Pierluisi, Governor Luis Fortuño, and Governor-elect Alejandro García Padilla wrote separate letters to the President of the United States Barack Obama addressing the results of the voting. Pierluisi urged Obama to begin legislation in favor of the statehood of Puerto Rico, in light of its win in the referendum. Fortuño urged him to move the process forward. García Padilla asked him to reject the results because of their ambiguity. The White House stance related to the November 2012 plebiscite was that the results were clear, the people of Puerto Rico want the issue of status resolved, and a majority chose statehood in the second question. Former White House director of Hispanic media stated, ""Now it is time for Congress to act and the administration will work with them on that effort, so that the people of Puerto Rico can determine their own future.""",What politician fought against statehood for Pierluisi?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",930,,-1,-0.001075268817204301,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
96138,5a3bfaf6cc5d22001a521c9c,East_Prussia,"In 1938 the Nazis altered about one-third of the toponyms of the area, eliminating, Germanizing, or simplifying a number of Old Prussian names, as well as those Polish or Lithuanian names originating from colonists and refugees to Prussia during and after the Protestant Reformation. More than 1,500 places were ordered to be renamed by 16 July 1938 following a decree issued by Gauleiter and Oberpräsident Erich Koch and initiated by Adolf Hitler. Many who would not cooperate with the rulers of Nazi Germany were sent to concentration camps and held prisoner there until their death or liberation.",In what year was the Protestant Reformation started?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",599,,-1,-0.001669449081803005,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
110438,572fe23504bcaa1900d76e43,Bacteria,"In soil, microorganisms that reside in the rhizosphere (a zone that includes the root surface and the soil that adheres to the root after gentle shaking) carry out nitrogen fixation, converting nitrogen gas to nitrogenous compounds. This serves to provide an easily absorbable form of nitrogen for many plants, which cannot fix nitrogen themselves. Many other bacteria are found as symbionts in humans and other organisms. For example, the presence of over 1,000 bacterial species in the normal human gut flora of the intestines can contribute to gut immunity, synthesise vitamins, such as folic acid, vitamin K and biotin, convert sugars to lactic acid (see Lactobacillus), as well as fermenting complex undigestible carbohydrates. The presence of this gut flora also inhibits the growth of potentially pathogenic bacteria (usually through competitive exclusion) and these beneficial bacteria are consequently sold as probiotic dietary supplements.",How does the conversion help the vegetation?,"{'text': array(['provide an easily absorbable form of nitrogen'], dtype=object), 'answer_start': array([248], dtype=int32)}",949,provide an easily absorbable form of nitrogen,248,0.2613277133825079,"(700, 1000]","[0.25, 0.5)","[150, 400)"
10618,5acfb12277cf76001a6858c1,Architecture,"Architects such as Frank Lloyd Wright developed Organic architecture, in which the form was defined by its environment and purpose, with an aim to promote harmony between human habitation and the natural world with prime examples being Robie House and Fallingwater.", Who was instrumental in creating inorganic architecture?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",265,,-1,-0.0037735849056603774,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
101608,5a8de0b2df8bba001a0f9d00,Richard_Feynman,"According to Genius, the James Gleick-authored biography, Feynman tried LSD during his professorship at Caltech. Somewhat embarrassed by his actions, he largely sidestepped the issue when dictating his anecdotes; he mentions it in passing in the ""O Americano, Outra Vez"" section, while the ""Altered States"" chapter in Surely You're Joking, Mr. Feynman! describes only marijuana and ketamine experiences at John Lilly's famed sensory deprivation tanks, as a way of studying consciousness. Feynman gave up alcohol when he began to show vague, early signs of alcoholism, as he did not want to do anything that could damage his brain—the same reason given in ""O Americano, Outra Vez"" for his reluctance to experiment with LSD.",What book did Feynman talk about his DMT use?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",722,,-1,-0.0013850415512465374,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
67783,5726e209f1498d1400e8ee99,Mali,"Malian musical traditions are derived from the griots, who are known as ""Keepers of Memories"". Malian music is diverse and has several different genres. Some famous Malian influences in music are kora virtuoso musician Toumani Diabaté, the late roots and blues guitarist Ali Farka Touré, the Tuareg band Tinariwen, and several Afro-pop artists such as Salif Keita, the duo Amadou et Mariam, Oumou Sangare, and Habib Koité. Dance also plays a large role in Malian culture. Dance parties are common events among friends, and traditional mask dances are performed at ceremonial events.",Aside from music what other activity plays a significant role in culture?,"{'text': array(['Dance'], dtype=object), 'answer_start': array([423], dtype=int32)}",582,Dance,423,0.7268041237113402,"(0, 600]","[0.5, 1.5)","[400, 5000)"
107190,572f4f3304bcaa1900d76832,Modern_history,"Albert Einstein is known for his theories of special relativity and general relativity. He also made important contributions to statistical mechanics, especially his mathematical treatment of Brownian motion, his resolution of the paradox of specific heats, and his connection of fluctuations and dissipation. Despite his reservations about its interpretation, Einstein also made contributions to quantum mechanics and, indirectly, quantum field theory, primarily through his theoretical studies of the photon.",What did Einstein add to the Brownman Motion?,"{'text': array(['mathematical treatment'], dtype=object), 'answer_start': array([166], dtype=int32)}",510,mathematical treatment,166,0.3254901960784314,"(0, 600]","[0.25, 0.5)","[150, 400)"
56173,57265d27708984140094c3a3,Film_speed,"Digital cameras have far surpassed film in terms of sensitivity to light, with ISO equivalent speeds of up to 409,600, a number that is unfathomable in the realm of conventional film photography. Faster processors, as well as advances in software noise reduction techniques allow this type of processing to be executed the moment the photo is captured, allowing photographers to store images that have a higher level of refinement and would have been prohibitively time consuming to process with earlier generations of digital camera hardware.",What is responsible for these vast increases in speed?,"{'text': array(['Faster processors, as well as advances in software noise reduction techniques'],
      dtype=object), 'answer_start': array([196], dtype=int32)}",543,"Faster processors, as well as advances in software noise reduction techniques",196,0.36095764272559855,"(0, 600]","[0.25, 0.5)","[150, 400)"
89457,5ad40563604f3c001a3ffe13,Alaska,"According to an October 1998 report by the United States Bureau of Land Management, approximately 65% of Alaska is owned and managed by the U.S. federal government as public lands, including a multitude of national forests, national parks, and national wildlife refuges. Of these, the Bureau of Land Management manages 87 million acres (35 million hectares), or 23.8% of the state. The Arctic National Wildlife Refuge is managed by the United States Fish and Wildlife Service. It is the world's largest wildlife refuge, comprising 16 million acres (6.5 million hectares).",What is the world's smallest wildlife refuge?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",571,,-1,-0.0017513134851138354,"(0, 600]","[-0.25, 0.0)","[-1, 0)"
73466,5a8ca9bffd22b3001a8d8cf2,FA_Cup,"After being rendered obsolete by the redesign, the 1895 replica was presented in 1910 to the FA's long-serving president Lord Kinnaird. Kinnaird died in 1923, and his family kept it in their possession, out of view, until putting it up for auction in 2005. It was duly sold at Christie's auction house on 19 May 2005 for £420,000 (£478,400 including auction fees and taxes). The sale price set a new world record for a piece of football memorabilia, surpassing the £254,000 paid for the Jules Rimet World Cup Trophy in 1997. The successful bidder was David Gold, the then joint chairman of Birmingham City; claiming the FA and government were doing nothing proactive to ensure the trophy remained in the country, Gold stated his purchase was motivated by wanting to save it for the nation. Accordingly, Gold presented the trophy to the National Football Museum in Preston on 20 April 2006, where it went on immediate public display. It later moved with the museum to its new location in Manchester. In November 2012, it was ceremonially presented to Royal Engineers, after they beat Wanderers 7–1 in a charity replay of the first FA Cup final.",What year did the FA cup get moved to Manchester?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1143,,-1,-0.0008748906386701663,"(1000, 5000]","[-0.25, 0.0)","[-1, 0)"
54870,572628da38643c19005ad1b7,Royal_Dutch_Shell,"In April 2010, Shell announced its intention to divest from downstream business of all African countries except South Africa and Egypt to Vitol and ""Helios"". In several countries such as Tunisia, protests and strikes broke out. Shell denied rumours of the sellout. Shell continues however upstream activities/extracting crude oil in the oil-rich Niger Delta as well as downstream/commercial activities in South Africa. In June 2013, the company announced a strategic review of its operations in Nigeria, hinting that assets could be divested. In August 2014, the company disclosed it was in the process of finalizing the sale of its interests in four Nigerian oil fields.",What did Shell indicate was a reason for the strategic review of operations in Nigeria?,"{'text': array(['assets could be divested'], dtype=object), 'answer_start': array([517], dtype=int32)}",671,assets could be divested,517,0.7704918032786885,"(600, 700]","[0.5, 1.5)","[400, 5000)"
71353,5acf675677cf76001a684d80,Capacitor,"Leakage is equivalent to a resistor in parallel with the capacitor. Constant exposure to heat can cause dielectric breakdown and excessive leakage, a problem often seen in older vacuum tube circuits, particularly where oiled paper and foil capacitors were used. In many vacuum tube circuits, interstage coupling capacitors are used to conduct a varying signal from the plate of one tube to the grid circuit of the next stage. A leaky capacitor can cause the grid circuit voltage to be raised from its normal bias setting, causing excessive current or signal distortion in the downstream tube. In power amplifiers this can cause the plates to glow red, or current limiting resistors to overheat, even fail. Similar considerations apply to component fabricated solid-state (transistor) amplifiers, but owing to lower heat production and the use of modern polyester dielectric barriers this once-common problem has become relatively rare.",With what value is a resistor in parallel with a capacitor not equal to?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",935,,-1,-0.0010695187165775401,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
77947,5727a2d2ff5b5019007d9181,Political_party,"More commonly, in cases where there are three or more parties, no one party is likely to gain power alone, and parties work with each other to form coalition governments. This has been an emerging trend in the politics of the Republic of Ireland since the 1980s and is almost always the case in Germany on national and state level, and in most constituencies at the communal level. Furthermore, since the forming of the Republic of Iceland there has never been a government not led by a coalition (usually of the Independence Party and one other (often the Social Democratic Alliance). A similar situation exists in the Republic of Ireland; since 1989, no one party has held power on its own. Since then, numerous coalition governments have been formed. These coalitions have been exclusively led by one of either Fianna Fáil or Fine Gael. Political change is often easier with a coalition government than in one-party or two-party dominant systems.[dubious – discuss] If factions in a two-party system are in fundamental disagreement on policy goals, or even principles, they can be slow to make policy changes, which appears to be the case now in the U.S. with power split between Democrats and Republicans. Still coalition governments struggle, sometimes for years, to change policy and often fail altogether, post World War II France and Italy being prime examples. When one party in a two-party system controls all elective branches, however, policy changes can be both swift and significant. Democrats Woodrow Wilson, Franklin Roosevelt and Lyndon Johnson were beneficiaries of such fortuitous circumstances, as were Republicans as far removed in time as Abraham Lincoln and Ronald Reagan. Barack Obama briefly had such an advantage between 2009 and 2011.",Is Ireland ever not led by a coalition Government?,"{'text': array(['since the forming of the Republic of Iceland there has never been a government not led by a coalition'],
      dtype=object), 'answer_start': array([395], dtype=int32)}",1761,since the forming of the Republic of Iceland there has never been a government not led by a coalition,395,0.22430437251561613,"(1000, 5000]","[0.0, 0.25)","[150, 400)"
80569,5727bd0e2ca10214002d9517,Detroit,"Detroit, like many places in the United States, developed racial conflict and discrimination in the 20th century following rapid demographic changes as hundreds of thousands of new workers were attracted to the industrial city; in a short period it became the 4th-largest city in the nation. The Great Migration brought rural blacks from the South; they were outnumbered by southern whites who also migrated to the city. Immigration brought southern and eastern Europeans of Catholic and Jewish faith; these new groups competed with native-born whites for jobs and housing in the booming city. Detroit was one of the major Midwest cities that was a site for the dramatic urban revival of the Ku Klux Klan beginning in 1915. ""By the 1920s the city had become a stronghold of the KKK,"" whose members opposed Catholic and Jewish immigrants, as well as black Americans. The Black Legion, a secret vigilante group, was active in the Detroit area in the 1930s, when one-third of its estimated 20,000 to 30,000 members in Michigan were based in the city. It was defeated after numerous prosecutions following the kidnapping and murder in 1936 of Charles Poole, a Catholic Works Progress Administration organizer. A total of 49 men of the Black Legion were convicted of numerous crimes, with many sentenced to life in prison for murder.",What is the name of the movement of rural blacks in the early 20th century called?,"{'text': array(['The Great Migration'], dtype=object), 'answer_start': array([292], dtype=int32)}",1328,The Great Migration,292,0.21987951807228914,"(1000, 5000]","[0.0, 0.25)","[150, 400)"
45269,5ad3fb9b604f3c001a3ffb65,Capital_punishment_in_the_United_States,"As noted in the introduction to this article, the American public has maintained its position of support for capital punishment for murder. However, when given a choice between the death penalty and life imprisonment without parole, support has traditionally been significantly lower than polling which has only mentioned the death penalty as a punishment. In 2010, for instance, one poll showed 49 percent favoring the death penalty and 46 percent favoring life imprisonment while in another 61% said they preferred another punishment to the death penalty. The highest level of support for the death penalty recorded overall was 80 percent in 1994 (16 percent opposed), and the lowest recorded was 42 percent in 1966 (47 percent opposed). On the question of the death penalty vs. life without parole, the strongest preference for the death penalty was 61 percent in 1997 (29 percent favoring life), and the lowest preference for the death penalty was 47 percent in 2006 (48 percent favoring life).","In a 1977 poll, what percentage of respondents rejected life imprisonment to the death penalty?","{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",998,,-1,-0.001002004008016032,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
61176,5a79baa717ab25001a8a0003,Law_of_the_United_States,"Federal law and treaties, so long as they are in accordance with the Constitution, preempt conflicting state and territorial laws in the 50 U.S. states and in the territories. However, the scope of federal preemption is limited because the scope of federal power is not universal. In the dual-sovereign system of American federalism (actually tripartite because of the presence of Indian reservations), states are the plenary sovereigns, each with their own constitution, while the federal sovereign possesses only the limited supreme authority enumerated in the Constitution. Indeed, states may grant their citizens broader rights than the federal Constitution as long as they do not infringe on any federal constitutional rights. Thus, most U.S. law (especially the actual ""living law"" of contract, tort, property, criminal, and family law experienced by the majority of citizens on a day-to-day basis) consists primarily of state law, which can and does vary greatly from one state to the next.",What type of government system do Indian reservations have? ,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",997,,-1,-0.0010030090270812437,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
123152,5a2efb58a83784001a7d2612,Bras%C3%ADlia,"The Palácio do Planalto is the official workplace of the President of Brazil. It is located at the Praça dos Três Poderes in Brasília. As the seat of government, the term ""Planalto"" is often used as a metonym for the executive branch of government. The main working office of the President of the Republic is in the Palácio do Planalto. The President and his or her family do not live in it, rather in the official residence, the Palácio da Alvorada. Besides the President, senior advisors also have offices in the ""Planalto,"" including the Vice-President of Brazil and the Chief of Staff. The other Ministries are along the Esplanada dos Ministérios. The architect of the Palácio do Planalto was Oscar Niemeyer, creator of most of the important buildings in Brasília. The idea was to project an image of simplicity and modernity using fine lines and waves to compose the columns and exterior structures. The Palace is four stories high, and has an area of 36,000 m2. Four other adjacent buildings are also part of the complex.",What is the official workplace of Oscar Niemeyer?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1027,,-1,-0.0009737098344693282,"(1000, 5000]","[-0.25, 0.0)","[-1, 0)"
112641,572fe048b2c2fd1400568544,San_Diego,"Stockton and Kearny went on to recover Los Angeles and force the capitulation of Alta California with the ""Treaty of Cahuenga"" on January 13, 1847. As a result of the Mexican–American War of 1846–48, the territory of Alta California, including San Diego, was ceded to the United States by Mexico, under the terms of the Treaty of Guadalupe Hidalgo in 1848. The Mexican negotiators of that treaty tried to retain San Diego as part of Mexico, but the Americans insisted that San Diego was ""for every commercial purpose of nearly equal importance to us with that of San Francisco,"" and the Mexican-American border was eventually established to be one league south of the southernmost point of San Diego Bay, so as to include the entire bay within the United States.",What was established after negotiations over San Diego between the Mexcians and Americans?,"{'text': array(['Mexican-American border'], dtype=object), 'answer_start': array([587], dtype=int32)}",762,Mexican-American border,587,0.7703412073490814,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
57591,5a51ca4ab308da001a5a23a7,Southeast_Asia,"The culture in Southeast Asia is very diverse: on mainland Southeast Asia, the culture is a mix of Indochinese (Burma, Cambodia, Laos and Thailand) and Chinese (Singapore and Vietnam). While in Indonesia, the Philippines and Malaysia the culture is a mix of indigenous Austronesian, Indian, Islamic, Western, and Chinese cultures. Also Brunei shows a strong influence from Arabia. Singapore and Vietnam show more Chinese influence in that Singapore, although being geographically a Southeast Asian nation, is home to a large Chinese majority and Vietnam was in China's sphere of influence for much of its history. Indian influence in Singapore is only evident through the Tamil migrants, which influenced, to some extent, the cuisine of Singapore. Throughout Vietnam's history, it has had no direct influence from India - only through contact with the Thai, Khmer and Cham peoples.",Where is the indigenous culture Australian?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",881,,-1,-0.0011350737797956867,"(700, 1000]","[-0.25, 0.0)","[-1, 0)"
7078,56db1b38e7c41114004b4d2b,2008_Summer_Olympics_torch_relay,"Chinese officials canceled the torch relay ceremony amidst disruptions, including a Tibetan flag flown from a window in the City Hall by Green Party officials. The third torchbearer in the Paris leg, Jin Jing, who was disabled and carried the torch on a wheelchair, was assaulted several times by unidentified protestors seemingly from the pro-Tibet independent camp. In interviews, Jin Jing said that she was ""tugged at, scratched"" and ""kicked"", but that she ""did not feel the pain at the time."" She received praise from ethnic Chinese worldwide as ""Angel in Wheelchair"". The Chinese government gave the comment that ""the Chinese respect France a lot"" but ""Paris [has slapped] its own face.""",What did the ethnic Chinese call the disabled torch bearer?,"{'text': array(['Angel in Wheelchair'], dtype=object), 'answer_start': array([551], dtype=int32)}",692,Angel in Wheelchair,551,0.796242774566474,"(600, 700]","[0.5, 1.5)","[400, 5000)"
116019,5730492d947a6a140053d3a9,Swaziland,"Education in Swaziland begins with pre-school education for infants, primary, secondary and high school education for general education and training (GET), and universities and colleges at tertiary level. Pre-school education is usually for children 5-year or younger after that the students can enroll in a primary school anywhere in the country. In Swaziland early childhood care and education (ECCE) centres are in the form of preschools or neighbourhood care points (NCPs). In the country 21.6% of preschool age children have access to early childhood education.",What is does ECCE refer to in the Swazi educational system?,"{'text': array(['early childhood care and education'], dtype=object), 'answer_start': array([361], dtype=int32)}",566,early childhood care and education,361,0.6378091872791519,"(0, 600]","[0.5, 1.5)","[150, 400)"
64242,57276daedd62a815002e9cb6,Late_Middle_Ages,"The end of medieval drama came about due to a number of factors, including the weakening power of the Catholic Church, the Protestant Reformation and the banning of religious plays in many countries. Elizabeth I forbid all religious plays in 1558 and the great cycle plays had been silenced by the 1580s. Similarly, religious plays were banned in the Netherlands in 1539, the Papal States in 1547 and in Paris in 1548. The abandonment of these plays destroyed the international theatre that had thereto existed and forced each country to develop its own form of drama. It also allowed dramatists to turn to secular subjects and the reviving interest in Greek and Roman theatre provided them with the perfect opportunity.",Where were religious plays banned in 1548?,"{'text': array(['Paris'], dtype=object), 'answer_start': array([404], dtype=int32)}",720,Paris,404,0.5611111111111111,"(700, 1000]","[0.5, 1.5)","[400, 5000)"
63977,5727284add62a815002e996a,Late_Middle_Ages,"Bohemia prospered in the 14th century, and the Golden Bull of 1356 made the king of Bohemia first among the imperial electors, but the Hussite revolution threw the country into crisis. The Holy Roman Empire passed to the Habsburgs in 1438, where it remained until its dissolution in 1806. Yet in spite of the extensive territories held by the Habsburgs, the Empire itself remained fragmented, and much real power and influence lay with the individual principalities. In addition, financial institutions, such as the Hanseatic League and the Fugger family, held great power, on both economic and a political levels.",The Hanseatic League was what type of institution?,"{'text': array(['financial'], dtype=object), 'answer_start': array([480], dtype=int32)}",614,financial,480,0.7817589576547231,"(600, 700]","[0.5, 1.5)","[400, 5000)"
1111,56d34c7c59d6e414001462a6,Frédéric_Chopin,"Although this period had been productive, the bad weather had such a detrimental effect on Chopin's health that Sand determined to leave the island. To avoid further customs duties, Sand sold the piano to a local French couple, the Canuts.[n 8] The group traveled first to Barcelona, then to Marseilles, where they stayed for a few months while Chopin convalesced. In May 1839 they headed for the summer to Sand's estate at Nohant, where they spent most summers until 1846. In autumn they returned to Paris, where Chopin's apartment at 5 rue Tronchet was close to Sand's rented accommodation at the rue Pigalle. He frequently visited Sand in the evenings, but both retained some independence. In 1842 he and Sand moved to the Square d'Orléans, living in adjacent buildings.",What had a negative effect on Chopin's health?,"{'text': array(['the bad weather'], dtype=object), 'answer_start': array([42], dtype=int32)}",773,the bad weather,42,0.054333764553686936,"(700, 1000]","[0.0, 0.25)","[0, 150)"
