,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,answer_start_cat,answer_pos_cat,context_cat
35043,570a9c066d058f1900182ff7,Aircraft_carrier,"A fleet carrier is intended to operate with the main fleet and usually provides an offensive capability. These are the largest carriers capable of fast speeds. By comparison, escort carriers were developed to provide defense for convoys of ships. They were smaller and slower with lower numbers of aircraft carried. Most were built from mercantile hulls or, in the case of merchant aircraft carriers, were bulk cargo ships with a flight deck added on top. Light aircraft carriers were carriers that were fast enough to operate with the fleet but of smaller size with reduced aircraft capacity. Soviet aircraft carriers now in use by Russia are actually called heavy aviation cruisers, these ships while sized in the range of large fleet carriers were designed to deploy alone or with escorts and provide both strong defensive weaponry and heavy offensive missiles equivalent to a guided missile cruiser in addition to supporting fighters and helicopters.",What were most escort carriers built from?,"{'text': array(['mercantile hulls'], dtype=object), 'answer_start': array([337], dtype=int32)}",954,mercantile hulls,337,0.3532494758909853,"[150, 400)","[0.25, 0.5)","(700, 1000]"
104282,5730261da23a5019007fce71,"Charleston,_South_Carolina","Clinton returned in 1780 with 14,000 soldiers. American General Benjamin Lincoln was trapped and surrendered his entire 5,400-man force after a long fight, and the Siege of Charles Towne was the greatest American defeat of the war. Several Americans who escaped the carnage joined other militias, including those of Francis Marion, the ""Swamp Fox""; and Andrew Pickens. The British retained control of the city until December 1782. After the British left, the city's name was officially changed to Charleston in 1783.",How many soldiers did General Lincoln lead?,"{'text': array(['5,400'], dtype=object), 'answer_start': array([120], dtype=int32)}",516,"5,400",120,0.23255813953488372,"[0, 150)","[0.0, 0.25)","(0, 600]"
119958,57312b61e6313a140071ccb8,Indigenous_peoples_of_the_Americas,"While technically referring to the era before Christopher Columbus' voyages of 1492 to 1504, in practice the term usually includes the history of American indigenous cultures until Europeans either conquered or significantly influenced them, even if this happened decades or even centuries after Columbus' initial landing. ""Pre-Columbian"" is used especially often in the context of discussing the great indigenous civilizations of the Americas, such as those of Mesoamerica (the Olmec, the Toltec, the Teotihuacano, the Zapotec, the Mixtec, the Aztec, and the Maya civilizations) and those of the Andes (Inca Empire, Moche culture, Muisca Confederation, Cañaris).","In practice, Pre-Columbian refers to the history of the indigenous cultures of America prior to Europeans doing what to them?","{'text': array(['conquered or significantly influenced'], dtype=object), 'answer_start': array([198], dtype=int32)}",663,conquered or significantly influenced,198,0.2986425339366516,"[150, 400)","[0.25, 0.5)","(600, 700]"
3978,56cffd93234ae51400d9c222,New_York_City,"The New York City Police Department (NYPD) has been the largest police force in the United States by a significant margin, with over 35,000 sworn officers. Members of the NYPD are frequently referred to by politicians, the media, and their own police cars by the nickname, New York's Finest.",NYPD officers have a nickname that is known as what?,"{'text': array([""New York's Finest""], dtype=object), 'answer_start': array([273], dtype=int32)}",291,New York's Finest,273,0.9381443298969072,"[150, 400)","[0.5, 1.5)","(0, 600]"
619,56bfd6f7a10cfb1400551327,Beyoncé,"Beyoncé has received numerous awards. As a solo artist she has sold over 15 million albums in the US, and over 118 million records worldwide (a further 60 million additionally with Destiny's Child), making her one of the best-selling music artists of all time. The Recording Industry Association of America (RIAA) listed Beyoncé as the top certified artist of the 2000s, with a total of 64 certifications. Her songs ""Crazy in Love"", ""Single Ladies (Put a Ring on It)"", ""Halo"", and ""Irreplaceable"" are some of the best-selling singles of all time worldwide. In 2009, The Observer named her the Artist of the Decade and Billboard named her the Top Female Artist and Top Radio Songs Artist of the Decade. In 2010, Billboard named her in their ""Top 50 R&B/Hip-Hop Artists of the Past 25 Years"" list at number 15. In 2012 VH1 ranked her third on their list of the ""100 Greatest Women in Music"". Beyoncé was the first female artist to be honored with the International Artist Award at the American Music Awards. She has also received the Legend Award at the 2008 World Music Awards and the Billboard Millennium Award at the 2011 Billboard Music Awards.",How many music certifications has she received in the 2000s?,"{'text': array(['64 certifications'], dtype=object), 'answer_start': array([387], dtype=int32)}",1146,64 certifications,387,0.337696335078534,"[150, 400)","[0.25, 0.5)","(1000, 5000]"
13949,56df7e4f5ca0a614008f9b3b,Alexander_Graham_Bell,"His family was long associated with the teaching of elocution: his grandfather, Alexander Bell, in London, his uncle in Dublin, and his father, in Edinburgh, were all elocutionists. His father published a variety of works on the subject, several of which are still well known, especially his The Standard Elocutionist (1860), which appeared in Edinburgh in 1868. The Standard Elocutionist appeared in 168 British editions and sold over a quarter of a million copies in the United States alone. In this treatise, his father explains his methods of how to instruct deaf-mutes (as they were then known) to articulate words and read other people's lip movements to decipher meaning. Bell's father taught him and his brothers not only to write Visible Speech but to identify any symbol and its accompanying sound. Bell became so proficient that he became a part of his father's public demonstrations and astounded audiences with his abilities. He could decipher Visible Speech representing virtually every language, including Latin, Scottish Gaelic, and even Sanskrit, accurately reciting written tracts without any prior knowledge of their pronunciation.",The Standard Elocutionist was printed how many times?,"{'text': array(['168'], dtype=object), 'answer_start': array([401], dtype=int32)}",1150,168,401,0.348695652173913,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
92252,5728dfb24b864d1900164fef,Liberal_Party_of_Australia,"Holt increased Australian commitment to the growing War in Vietnam, which met with some public opposition. His government oversaw conversion to decimal currency. Holt faced Britain's withdrawal from Asia by visiting and hosting many Asian leaders and by expanding ties to the United States, hosting the first visit to Australia by an American president, his friend Lyndon B. Johnson. Holt's government introduced the Migration Act 1966, which effectively dismantled the White Australia Policy and increased access to non-European migrants, including refugees fleeing the Vietnam War. Holt also called the 1967 Referendum which removed the discriminatory clause in the Australian Constitution which excluded Aboriginal Australians from being counted in the census – the referendum was one of the few to be overwhelmingly endorsed by the Australian electorate (over 90% voted 'yes'). By the end of 1967, the Liberals' initially popular support for the war in Vietnam was causing increasing public protest.",What overhelming percent of Australians voted for the 1967 Referendum?,"{'text': array(['90%'], dtype=object), 'answer_start': array([864], dtype=int32)}",1003,90%,864,0.8614157527417746,"[400, 5000)","[0.5, 1.5)","(1000, 5000]"
30387,5ad2a0efd7d075001a429cb5,House_music,"Towards the end of the 1990s and into the 2000s, producers such as Daft Punk, Stardust, Cassius, St. Germain and DJ Falcon began producing a new sound out of Paris's house scene. Together, they laid the groundwork for what would be known as the French house movement. By combining the harder-edged-yet-soulful philosophy of Chicago house with the melodies of obscure funk, state-of-the-art production techniques and the sound of analog synthesizers, they began to create the standards that would shape all house music.",Daft Stardust and Germain Chicago came from what scene?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",518,,-1,-0.0019305019305019305,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
13869,5ace081c32bba1001ae499cb,Russian_Soviet_Federative_Socialist_Republic,"On March 17, 1991, an all-Russian referendum created the post of President of the RSFSR. On June 12, Boris Yeltsin was elected President of Russia by popular vote. During an unsuccessful coup attempt on August 19–21, 1991 in Moscow, the capital of the Soviet Union and Russia, President of Russia Yeltsin strongly supported the President of the Soviet Union, Mikhail Gorbachev.",During what period was there an attempted coup in Kiev?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",377,,-1,-0.002652519893899204,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
91921,5728d6633acd2414000dffdf,"United_States_presidential_election,_2004","The Bush administration then turned its attention to Iraq, and argued the need to remove Saddam Hussein from power in Iraq had become urgent. Among the stated reasons were that Saddam's regime had tried to acquire nuclear material and had not properly accounted for biological and chemical material it was known to have previously possessed, and believed to still maintain. Both the possession of these weapons of mass destruction (WMD), and the failure to account for them, would violate the U.N. sanctions. The assertion about WMD was hotly advanced by the Bush administration from the beginning, but other major powers including China, France, Germany, and Russia remained unconvinced that Iraq was a threat and refused to allow passage of a UN Security Council resolution to authorize the use of force. Iraq permitted UN weapon inspectors in November 2002, who were continuing their work to assess the WMD claim when the Bush administration decided to proceed with war without UN authorization and told the inspectors to leave the country. The United States invaded Iraq on March 20, 2003, along with a ""coalition of the willing"" that consisted of additional troops from the United Kingdom, and to a lesser extent, from Australia and Poland. Within about three weeks, the invasion caused the collapse of both the Iraqi government and its armed forces, however, the U.S. and allied forces failed to find any weapon of mass destruction in Iraq. Traces of former materials and weapons labs were reported to have been located, but no ""smoking guns"". Nevertheless, on May 1, George W. Bush landed on the aircraft carrier USS Abraham Lincoln, in a Lockheed S-3 Viking, where he gave a speech announcing the end of ""major combat operations"" in the Iraq War. Bush's approval rating in May was at 66%, according to a CNN–USA Today–Gallup poll. However, Bush's high approval ratings did not last. First, while the war itself was popular in the U.S., the reconstruction and attempted ""democratization"" of Iraq lost some support as months passed and casualty figures increased, with no decrease in violence nor progress toward stability or reconstruction. Second, as investigators combed through the country, they failed to find the predicted WMD stockpiles, which led to debate over the rationale for the war.","Who did Bush feel was important to remove from power, after removing the Taliban from Kabul?","{'text': array(['Saddam Hussein'], dtype=object), 'answer_start': array([89], dtype=int32)}",2302,Saddam Hussein,89,0.03866203301476977,"[0, 150)","[0.0, 0.25)","(1000, 5000]"
112100,57303f17b2c2fd1400568ae0,Roman_Republic,"The legal status of Roman citizenship was limited and was a vital prerequisite to possessing many important legal rights such as the right to trial and appeal, to marry, to vote, to hold office, to enter binding contracts, and to special tax exemptions. An adult male citizen with the full complement of legal and political rights was called ""optimo jure."" The optimo jure elected their assemblies, whereupon the assemblies elected magistrates, enacted legislation, presided over trials in capital cases, declared war and peace, and forged or dissolved treaties. There were two types of legislative assemblies. The first was the comitia (""committees""), which were assemblies of all optimo jure. The second was the concilia (""councils""), which were assemblies of specific groups of optimo jure.",Who would be expected to oversee a capital case in the Roman courts?,"{'text': array(['assemblies'], dtype=object), 'answer_start': array([413], dtype=int32)}",793,assemblies,413,0.5208070617906684,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
80974,57281e912ca10214002d9e38,London,"Greater London encompasses a total area of 1,583 square kilometres (611 sq mi), an area which had a population of 7,172,036 in 2001 and a population density of 4,542 inhabitants per square kilometre (11,760/sq mi). The extended area known as the London Metropolitan Region or the London Metropolitan Agglomeration, comprises a total area of 8,382 square kilometres (3,236 sq mi) has a population of 13,709,000 and a population density of 1,510 inhabitants per square kilometre (3,900/sq mi). Modern London stands on the Thames, its primary geographical feature, a navigable river which crosses the city from the south-west to the east. The Thames Valley is a floodplain surrounded by gently rolling hills including Parliament Hill, Addington Hills, and Primrose Hill. The Thames was once a much broader, shallower river with extensive marshlands; at high tide, its shores reached five times their present width.","In the past, how much wider was the River Thames than it is today?","{'text': array(['five times'], dtype=object), 'answer_start': array([880], dtype=int32)}",911,five times,880,0.9659714599341384,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
124911,573252870fdd8d15006c6999,The_Bronx,"The Bronx underwent rapid urban growth after World War I. Extensions of the New York City Subway contributed to the increase in population as thousands of immigrants came to the Bronx, resulting in a major boom in residential construction. Among these groups, many Irish Americans, Italian Americans and especially Jewish Americans settled here. In addition, French, German, Polish and other immigrants moved into the borough. The Jewish population also increased notably during this time. In 1937, according to Jewish organizations, 592,185 Jews lived in The Bronx (43.9% of the borough's population), while only 54,000 Jews lived in the borough in 2011. Many synagogues still stand in the Bronx, but most have been converted to other uses.",How many Jews lived in the Bronx in 1937?,"{'text': array(['592,185'], dtype=object), 'answer_start': array([534], dtype=int32)}",741,"592,185",534,0.7206477732793523,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
55109,5726319938643c19005ad2ca,Mammal,"The oldest known fossil among the Eutheria (""true beasts"") is the small shrewlike Juramaia sinensis, or ""Jurassic mother from China"", dated to 160 million years ago in the Late Jurassic. A later eutherian, Eomaia, dated to 125 million years ago in the Early Cretaceous, possessed some features in common with the marsupials but not with the placentals, evidence that these features were present in the last common ancestor of the two groups but were later lost in the placental lineage. In particular:",Which lineage were some of these early marsupial features were lost?,"{'text': array(['placental'], dtype=object), 'answer_start': array([468], dtype=int32)}",501,placental,468,0.9341317365269461,"[400, 5000)","[0.5, 1.5)","(0, 600]"
26927,56f9eb0bf34c681400b0bedd,Wood,"Wood, in the strict sense, is yielded by trees, which increase in diameter by the formation, between the existing wood and the inner bark, of new woody layers which envelop the entire stem, living branches, and roots. This process is known as secondary growth; it is the result of cell division in the vascular cambium, a lateral meristem, and subsequent expansion of the new cells. Where there are clear seasons, growth can occur in a discrete annual or seasonal pattern, leading to growth rings; these can usually be most clearly seen on the end of a log, but are also visible on the other surfaces. If these seasons are annual these growth rings are referred to as annual rings. Where there is no seasonal difference growth rings are likely to be indistinct or absent.",What is the process of trees growing out to get bigger around called?,"{'text': array(['secondary growth'], dtype=object), 'answer_start': array([243], dtype=int32)}",771,secondary growth,243,0.3151750972762646,"[150, 400)","[0.25, 0.5)","(700, 1000]"
42115,570da64516d0071400510c45,Adolescence,"Identity development is a stage in the adolescent life cycle. For most, the search for identity begins in the adolescent years. During these years, adolescents are more open to 'trying on' different behaviours and appearances to discover who they are. In other words, in an attempt to find their identity and discover who they are adolescents are liking to cycle through a number of identities to find one that suits them best. But, developing and maintaining identity (in adolescent years) is a difficult task due to multiple factors such as family life, environment, and social status. Empirical studies suggest that this process might be more accurately described as identity development, rather than formation, but confirms a normative process of change in both content and structure of one's thoughts about the self. The two main aspects of identity development are self-clarity and self-esteem. Since choices made during adolescent years can influence later life, high levels of self-awareness and self-control during mid-adolescence will lead to better decisions during the transition to adulthood.[citation needed] Researchers have used three general approaches to understanding identity development: self-concept, sense of identity, and self-esteem. The years of adolescence create a more conscientious group of young adults. Adolescents pay close attention and give more time and effort to their appearance as their body goes through changes. Unlike children, teens put forth an effort to look presentable (1991). The environment in which an adolescent grows up also plays an important role in their identity development. Studies done by the American Psychological Association have shown that adolescents with a less privileged upbringing have a more difficult time developing their identity.",Do adolescents with a less privileged upbringing have a more or less difficult time developing their identity?,"{'text': array(['more difficult'], dtype=object), 'answer_start': array([1756], dtype=int32)}",1802,more difficult,1756,0.974472807991121,"[400, 5000)","[0.5, 1.5)","(1000, 5000]"
82361,5727c6af4b864d1900163cf2,Exhibition_game,"However, most of the major FBS teams annually schedule early season non-conference preseason home games against lesser opponents that are lower-tier FBS, Football Championship, or Division II schools, which often result in lopsided victories in favor of the FBS teams and act as exhibition games in all but name, though they additionally provide a large appearance fee and at least one guaranteed television appearance for the smaller school. These games also receive the same criticism as NFL exhibition games, but instead it is targeted to schools scheduling low-quality opponents and the simplicity for a team to run up the score against a weak opponent. However, these games are susceptible to backfiring, resulting in damage in poll position and public perception, especially if the higher ranked team loses, although the mere act of scheduling a weak opponent is harmful to a team's overall strength of schedule itself. Games an FBS team schedules against lower division opponents do not count toward the minimum seven wins required for bowl eligibility, and only one game against an FCS team can be counted. With the start of the College Football Playoff system for the 2014 season, major teams are now discouraged from scheduling weaker opponents for their non-conference schedule because of a much higher emphasis on strength of schedule than in the Bowl Championship Series era.",Major FBS teams can have lopsided victories against what kinds of lesser opponents?,"{'text': array(['lower-tier FBS, Football Championship, or Division II schools'],
      dtype=object), 'answer_start': array([138], dtype=int32)}",1388,"lower-tier FBS, Football Championship, or Division II schools",138,0.0994236311239193,"[0, 150)","[0.0, 0.25)","(1000, 5000]"
95947,5729fe926aef051400155184,Energy,"Thermodynamics divides energy transformation into two kinds: reversible processes and irreversible processes. An irreversible process is one in which energy is dissipated (spread) into empty energy states available in a volume, from which it cannot be recovered into more concentrated forms (fewer quantum states), without degradation of even more energy. A reversible process is one in which this sort of dissipation does not happen. For example, conversion of energy from one type of potential field to another, is reversible, as in the pendulum system described above. In processes where heat is generated, quantum states of lower energy, present as possible excitations in fields between atoms, act as a reservoir for part of the energy, from which it cannot be recovered, in order to be converted with 100% efficiency into other forms of energy. In this case, the energy must partly stay as heat, and cannot be completely recovered as usable energy, except at the price of an increase in some other kind of heat-like increase in disorder in quantum states, in the universe (such as an expansion of matter, or a randomisation in a crystal).",A reversible process is one in which this does not happen.,"{'text': array(['dissipation'], dtype=object), 'answer_start': array([406], dtype=int32)}",1144,dissipation,406,0.3548951048951049,"[400, 5000)","[0.25, 0.5)","(1000, 5000]"
71490,572721a4708984140094da4b,Capacitor,"When an inductive circuit is opened, the current through the inductance collapses quickly, creating a large voltage across the open circuit of the switch or relay. If the inductance is large enough, the energy will generate a spark, causing the contact points to oxidize, deteriorate, or sometimes weld together, or destroying a solid-state switch. A snubber capacitor across the newly opened circuit creates a path for this impulse to bypass the contact points, thereby preserving their life; these were commonly found in contact breaker ignition systems, for instance. Similarly, in smaller scale circuits, the spark may not be enough to damage the switch but will still radiate undesirable radio frequency interference (RFI), which a filter capacitor absorbs. Snubber capacitors are usually employed with a low-value resistor in series, to dissipate energy and minimize RFI. Such resistor-capacitor combinations are available in a single package.",What type of capacitor is used to make a path to bypass the contact points?,"{'text': array(['A snubber capacitor'], dtype=object), 'answer_start': array([349], dtype=int32)}",949,A snubber capacitor,349,0.3677555321390938,"[150, 400)","[0.25, 0.5)","(700, 1000]"
61249,572ca182dfb02c14005c6bc0,Law_of_the_United_States,"The actual substance of English law was formally ""received"" into the United States in several ways. First, all U.S. states except Louisiana have enacted ""reception statutes"" which generally state that the common law of England (particularly judge-made law) is the law of the state to the extent that it is not repugnant to domestic law or indigenous conditions. Some reception statutes impose a specific cutoff date for reception, such as the date of a colony's founding, while others are deliberately vague. Thus, contemporary U.S. courts often cite pre-Revolution cases when discussing the evolution of an ancient judge-made common law principle into its modern form, such as the heightened duty of care traditionally imposed upon common carriers.",When are reception statutes invaild?,"{'text': array(['repugnant to domestic law or indigenous conditions'], dtype=object), 'answer_start': array([310], dtype=int32)}",749,repugnant to domestic law or indigenous conditions,310,0.41388518024032045,"[150, 400)","[0.25, 0.5)","(700, 1000]"
65410,5a21c7658a6e4f001aa08eb8,Political_philosophy,"The Marxist critique of capitalism — developed with Friedrich Engels — was, alongside liberalism and fascism, one of the defining ideological movements of the Twentieth Century. The industrial revolution produced a parallel revolution in political thought. Urbanization and capitalism greatly reshaped society. During this same period, the socialist movement began to form. In the mid-19th century, Marxism was developed, and socialism in general gained increasing popular support, mostly from the urban working class. Without breaking entirely from the past, Marx established principles that would be used by future revolutionaries of the 20th century namely Vladimir Lenin, Mao Zedong, Ho Chi Minh, and Fidel Castro. Though Hegel's philosophy of history is similar to Immanuel Kant's, and Karl Marx's theory of revolution towards the common good is partly based on Kant's view of history—Marx declared that he was turning Hegel's dialectic, which was ""standing on its head"", ""the right side up again"". Unlike Marx who believed in historical materialism, Hegel believed in the Phenomenology of Spirit. By the late 19th century, socialism and trade unions were established members of the political landscape. In addition, the various branches of anarchism, with thinkers such as Mikhail Bakunin, Pierre-Joseph Proudhon or Peter Kropotkin, and syndicalism also gained some prominence. In the Anglo-American world, anti-imperialism and pluralism began gaining currency at the turn of the 20th century.","What was a defining movement of the Twentieth Century against capitalism, created by Vladamir Lenin?","{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1499,,-1,-0.00066711140760507,"[-1, 0)","[-0.25, 0.0)","(1000, 5000]"
20418,56e7bbeb37bdd419002c43dc,Nanjing,"In 2005, in order to host The 10th National Game of People's Republic of China, there was a new stadium, Nanjing Olympic Sports Center, constructed in Nanjing. Compared to Wutaishan Sports Center, which the major stadium's capacity is 18,500, Nanjing Olympic Sports Center has a more advanced stadium which is big enough to seat 60,000 spectators. Its gymnasium has capacity of 13,000, and natatorium of capacity 3,000.",How many people can Nanjing Olympic Sports Center's stadium hold?,"{'text': array(['60,000'], dtype=object), 'answer_start': array([329], dtype=int32)}",419,"60,000",329,0.7852028639618138,"[150, 400)","[0.5, 1.5)","(0, 600]"
116720,5ad00aa277cf76001a6867ed,Kievan_Rus%27,"The Chronicle provides a mythic tale of Oleg's death. A sorcerer prophesies that the death of the Grand Prince would be associated with a certain horse. Oleg has the horse sequestered, and it later dies. Oleg goes to visit the horse and stands over the carcass, gloating that he had outlived the threat, when a snake strikes him from among the bones, and he soon becomes ill and dies. The Chronicle reports that Prince Igor succeeded Oleg in 913, and after some brief conflicts with the Drevlians and the Pechenegs, a period of peace ensued for over twenty years.",Who dies in the 913?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",563,,-1,-0.0017761989342806395,"[-1, 0)","[-0.25, 0.0)","(0, 600]"
20205,56e78fe637bdd419002c4144,Nanjing,"Both the Qing viceroy and the Taiping king resided in buildings that would later be known as the Presidential Palace. When Qing forces led by Zeng Guofan retook the city in 1864, a massive slaughter occurred in the city with over 100,000 estimated to have committed suicide or fought to the death. Since the Taiping Rebellion began, Qing forces allowed no rebels speaking its dialect to surrender. This policy of mass murder of civilians occurred in Nanjing.",When did Qing troops regain Nanjing?,"{'text': array(['1864'], dtype=object), 'answer_start': array([173], dtype=int32)}",458,1864,173,0.3777292576419214,"[150, 400)","[0.25, 0.5)","(0, 600]"
69596,5ace67c732bba1001ae4a5bf,Avicenna,"In the Al-Burhan (On Demonstration) section of The Book of Healing, Avicenna discussed the philosophy of science and described an early scientific method of inquiry. He discusses Aristotle's Posterior Analytics and significantly diverged from it on several points. Avicenna discussed the issue of a proper methodology for scientific inquiry and the question of ""How does one acquire the first principles of a science?"" He asked how a scientist would arrive at ""the initial axioms or hypotheses of a deductive science without inferring them from some more basic premises?"" He explains that the ideal situation is when one grasps that a ""relation holds between the terms, which would allow for absolute, universal certainty."" Avicenna then adds two further methods for arriving at the first principles: the ancient Aristotelian method of induction (istiqra), and the method of examination and experimentation (tajriba). Avicenna criticized Aristotelian induction, arguing that ""it does not lead to the absolute, universal, and certain premises that it purports to provide."" In its place, he develops a ""method of experimentation as a means for scientific inquiry.""",What kind of inquiry did Avicenna discover?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1162,,-1,-0.0008605851979345956,"[-1, 0)","[-0.25, 0.0)","(1000, 5000]"
18193,5acd427d07355d001abf3ae0,Estonian_language,"In Estonian, nouns and pronouns do not have grammatical gender, but nouns and adjectives decline in fourteen cases: nominative, genitive, partitive, illative, inessive, elative, allative, adessive, ablative, translative, terminative, essive, abessive, and comitative, with the case and number of the adjective(s) always agreeing with that of the noun (except in the terminative, essive, abessive and comitative, where there is agreement only for the number, the adjective being in the genitive form). Thus the illative for kollane maja (""a yellow house"") is kollasesse majja (""into a yellow house""), but the terminative is kollase majani (""as far as a yellow house""). With respect to the Proto-Finnic language, elision has occurred; thus, the actual case marker may be absent, but the stem is changed, cf. maja – majja and the Pohjanmaa dialect of Finnish maja – majahan.","What is ""a yellow house"" in Finnish? ","{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",871,,-1,-0.001148105625717566,"[-1, 0)","[-0.25, 0.0)","(700, 1000]"
45978,57111e46a58dae1900cd6c70,Nintendo_Entertainment_System,"A variety of games for the FDS were released by Nintendo (including some like Super Mario Bros. which had already been released on cartridge) and third party companies such as Konami and Taito. A few unlicensed titles were made as well. However, its limitations became quickly apparent as larger ROM chips were introduced, allowing cartridges with greater than 128k of space. More advanced memory management chips (MMC) soon appeared and the FDS quickly became obsolete. Nintendo also charged developers considerable amounts of money to produce FDS games, and many refused to develop for it, instead continuing to make cartridge titles. Many FDS disks have no dust covers (except in some unlicensed and bootleg variants) and are easily prone to getting dirt on the media. In addition, the drive use a belt which breaks frequently and requires invasive replacement. After only two years, the FDS was discontinued, although vending booths remained in place until 1993 and Nintendo continued to service drives, and to rewrite and offer replacement disks until 2003.",How long did Nintendo service drives and offer replacement disks?,"{'text': array(['2003'], dtype=object), 'answer_start': array([1057], dtype=int32)}",1062,2003,1057,0.995291902071563,"[400, 5000)","[0.5, 1.5)","(1000, 5000]"
94998,572a0efb3f37b3190047867a,Serbo-Croatian,"In 1954, major Serbian and Croatian writers, linguists and literary critics, backed by Matica srpska and Matica hrvatska signed the Novi Sad Agreement, which in its first conclusion stated: ""Serbs, Croats and Montenegrins share a single language with two equal variants that have developed around Zagreb (western) and Belgrade (eastern)"". The agreement insisted on the equal status of Cyrillic and Latin scripts, and of Ekavian and Ijekavian pronunciations. It also specified that Serbo-Croatian should be the name of the language in official contexts, while in unofficial use the traditional Serbian and Croatian were to be retained. Matica hrvatska and Matica srpska were to work together on a dictionary, and a committee of Serbian and Croatian linguists was asked to prepare a pravopis. During the sixties both books were published simultaneously in Ijekavian Latin in Zagreb and Ekavian Cyrillic in Novi Sad. Yet Croatian linguists claim that it was an act of unitarianism. The evidence supporting this claim is patchy: Croatian linguist Stjepan Babić complained that the television transmission from Belgrade always used the Latin alphabet— which was true, but was not proof of unequal rights, but of frequency of use and prestige. Babić further complained that the Novi Sad Dictionary (1967) listed side by side words from both the Croatian and Serbian variants wherever they differed, which one can view as proof of careful respect for both variants, and not of unitarism. Moreover, Croatian linguists criticized those parts of the Dictionary for being unitaristic that were written by Croatian linguists. And finally, Croatian linguists ignored the fact that the material for the Pravopisni rječnik came from the Croatian Philological Society. Regardless of these facts, Croatian intellectuals brought the Declaration on the Status and Name of the Croatian Literary Language in 1967. On occasion of the publication’s 45th anniversary, the Croatian weekly journal Forum published the Declaration again in 2012, accompanied by a critical analysis.",On what principle did the Novi Sad Agreement focus upon?,"{'text': array(['equal status'], dtype=object), 'answer_start': array([369], dtype=int32)}",2054,equal status,369,0.17964946445959104,"[150, 400)","[0.0, 0.25)","(1000, 5000]"
127788,5733b496d058e614000b60cf,University_of_Notre_Dame,"The rise of Hitler and other dictators in the 1930s forced numerous Catholic intellectuals to flee Europe; president John O'Hara brought many to Notre Dame. From Germany came Anton-Hermann Chroust (1907–1982) in classics and law, and Waldemar Gurian a German Catholic intellectual of Jewish descent. Positivism dominated American intellectual life in the 1920s onward but in marked contrast, Gurian received a German Catholic education and wrote his doctoral dissertation under Max Scheler. Ivan Meštrović (1883–1962), a renowned sculptor, brought Croatian culture to campus, 1955–62. Yves Simon (1903–61), brought to ND in the 1940s the insights of French studies in the Aristotelian-Thomistic tradition of philosophy; his own teacher Jacques Maritain (1882–73) was a frequent visitor to campus.",From where did Anton-Hermann Chroust come to reach Notre Dame?,"{'text': array(['Germany'], dtype=object), 'answer_start': array([162], dtype=int32)}",796,Germany,162,0.20351758793969849,"[150, 400)","[0.0, 0.25)","(700, 1000]"
17261,56e1ec35cd28a01900c67c02,Catalan_language,"Catalan verbs are traditionally divided into three conjugations, with vowel themes -a-, -e-, -i-, the last two being split into two subtypes. However, this division is mostly theoretical. Only the first conjugation is nowadays productive (with about 3500 common verbs), whereas the third (the subtype of servir, with about 700 common verbs) is semiproductive. The verbs of the second conjugation are fewer than 100, and it is not possible to create new ones, except by compounding.",Which conjugation has about 3500 verbs?,"{'text': array(['first conjugation'], dtype=object), 'answer_start': array([197], dtype=int32)}",481,first conjugation,197,0.4095634095634096,"[150, 400)","[0.25, 0.5)","(0, 600]"
46603,5719cf3610f8ca1400304e72,Seattle,"War work again brought local prosperity during World War II, this time centered on Boeing aircraft. The war dispersed the city's numerous Japanese-American businessmen due to the Japanese American internment. After the war, the local economy dipped. It rose again with Boeing's growing dominance in the commercial airliner market. Seattle celebrated its restored prosperity and made a bid for world recognition with the Century 21 Exposition, the 1962 World's Fair. Another major local economic downturn was in the late 1960s and early 1970s, at a time when Boeing was heavily affected by the oil crises, loss of Government contracts, and costs and delays associated with the Boeing 747. Many people left the area to look for work elsewhere, and two local real estate agents put up a billboard reading ""Will the last person leaving Seattle – Turn out the lights.""",How did Seattle celebrate its economic rise in 1962?,"{'text': array([""1962 World's Fair""], dtype=object), 'answer_start': array([447], dtype=int32)}",863,1962 World's Fair,447,0.5179606025492468,"[400, 5000)","[0.5, 1.5)","(700, 1000]"
