,id,title,context,question,answers,context_length,answer_text,start_index,answer_pos,context_cat,answer_start_cat,answer_pos_cat
8236,56dd26729a695914005b9521,Prime_minister,"A tipping point in the evolution of the prime ministership came with the death of Anne in 1714 and the accession of George I to the throne. George spoke no English, spent much of his time at his home in Hanover, and had neither knowledge of, nor interest in, the details of English government. In these circumstances it was inevitable that the king's first minister would become the de facto head of the government.",In what year did Queen Anne die?,"{'text': array(['1714'], dtype=object), 'answer_start': array([90], dtype=int32)}",415,1714,90,0.21686746987951808,"(0, 600]","[0, 150)","[0.0, 0.25)"
52156,5a7a114017ab25001a8a02bd,Buckingham_Palace,"Various owners leased it from royal landlords and the freehold was the subject of frenzied speculation during the 17th century. By then, the old village of Eye Cross had long since fallen into decay, and the area was mostly wasteland. Needing money, James I sold off part of the Crown freehold but retained part of the site on which he established a 4-acre (16,000 m2) mulberry garden for the production of silk. (This is at the northwest corner of today's palace.) Clement Walker in Anarchia Anglicana (1649) refers to ""new-erected sodoms and spintries at the Mulberry Garden at S. James's""; this suggests it may have been a place of debauchery. Eventually, in the late 17th century, the freehold was inherited from the property tycoon Sir Hugh Audley by the great heiress Mary Davies.",Which village had become overpopulated?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",786,,-1,-0.001272264631043257,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
118096,5acfae8377cf76001a685838,Namibia,"Namibia follows a largely independent foreign policy, with persisting affiliations with states that aided the independence struggle, including Cuba. With a small army and a fragile economy, the Namibian Government's principal foreign policy concern is developing strengthened ties within the Southern African region. A dynamic member of the Southern African Development Community, Namibia is a vocal advocate for greater regional integration. Namibia became the 160th member of the UN on 23 April 1990. On its independence it became the fiftieth member of the Commonwealth of Nations.",To what year does Namibia and Cuba relationship go back to?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",584,,-1,-0.0017123287671232876,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
61572,5726e54d5951b619008f81b2,Myanmar,"Armed conflict between ethnic Chinese rebels and the Myanmar Armed Forces have resulted in the Kokang offensive in February 2015. The conflict had forced 40,000 to 50,000 civilians to flee their homes and seek shelter on the Chinese side of the border. During the incident the government of China was accused of giving military assistance to the ethnic Chinese rebels. Burmese officials have been historically 'manipulated' and pressured by the communist Chinese government throughout Burmese modern history to create closer and binding ties with China, creating a Chinese satellite state in Southeast Asia.",Is China an affect on the government in Burma ?,"{'text': array([""Burmese officials have been historically 'manipulated' and pressured by the communist Chinese""],
      dtype=object), 'answer_start': array([369], dtype=int32)}",607,Burmese officials have been historically 'manipulated' and pressured by the communist Chinese,369,0.6079077429983526,"(600, 700]","[150, 400)","[0.5, 1.5)"
42274,570dee850b85d914000d7bf6,Adolescence,"The adolescent growth spurt is a rapid increase in the individual's height and weight during puberty resulting from the simultaneous release of growth hormones, thyroid hormones, and androgens. Males experience their growth spurt about two years later, on average, than females. During their peak height velocity (the time of most rapid growth), adolescents grow at a growth rate nearly identical to that of a toddler—about 4 inches (10.3 cm) a year for males and 3.5 inches (9 cm) for females. In addition to changes in height, adolescents also experience a significant increase in weight (Marshall, 1978). The weight gained during adolescence constitutes nearly half of one's adult body weight. Teenage and early adult males may continue to gain natural muscle growth even after puberty.",What is the growth rate during peak height velocity for a female adolescent?,"{'text': array(['3.5 inches (9 cm)'], dtype=object), 'answer_start': array([464], dtype=int32)}",789,3.5 inches (9 cm),464,0.5880861850443599,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
32802,5a57d66f770dc0001aeefdf0,Orthodox_Judaism,"Externally, Orthodox Jews can be identified by their manner of dress and family lifestyle. Orthodox women dress modestly by keeping most of their skin covered. Additionally, married women cover their hair, most commonly in the form of a scarf, also in the form of hats, bandanas, berets, snoods or, sometimes, wigs. Orthodox men wear a skullcap known as a kipa and often fringes called ""tzitzit"". Haredi men often grow beards and always wear black hats and suits, indoors and outdoors. However, Modern Orthodox Jews are commonly indistinguishable in their dress from those around them.",What do Orthodox Jews keep in common with the society's they live in?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",585,,-1,-0.0017094017094017094,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
21417,56e8e8bf0b45c0140094cd58,Westminster_Abbey,"Since the coronations in 1066 of both King Harold and William the Conqueror, coronations of English and British monarchs were held in the abbey. In 1216, Henry III was unable to be crowned in London when he first came to the throne, because the French prince Louis had taken control of the city, and so the king was crowned in Gloucester Cathedral. This coronation was deemed by the Pope to be improper, and a further coronation was held in the abbey on 17 May 1220. The Archbishop of Canterbury is the traditional cleric in the coronation ceremony.[citation needed]",When was Henry III crowned?,"{'text': array(['1216'], dtype=object), 'answer_start': array([148], dtype=int32)}",566,1216,148,0.26148409893992935,"(0, 600]","[0, 150)","[0.25, 0.5)"
46390,5acec49232bba1001ae4b345,Athanasius_of_Alexandria,"Athanasius also wrote a two-part Against the Heathen and The Incarnation of the Word of God. Completed probably early in his life, before the Arian controversy, they constitute the first classic work of developed Orthodox theology. In the first part, Athanasius attacks several pagan practices and beliefs. The second part presents teachings on the redemption. Also in these books, Athanasius put forward the belief that the Son of God, the eternal Word through whom God created the world, entered that world in human form to lead men back into the harmony from which they had earlier fallen away.", How did he not believe Jesus came into the world?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",597,,-1,-0.0016750418760469012,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
15532,56e06ab2231d4119001ac0e0,Aspirated_consonant,"In some languages, such as English, aspiration is allophonic. Stops are distinguished primarily by voicing, and voiceless stops are sometimes aspirated, while voiced stops are usually unaspirated.",Voiced stops are most often what?,"{'text': array(['unaspirated'], dtype=object), 'answer_start': array([184], dtype=int32)}",196,unaspirated,184,0.9387755102040817,"(0, 600]","[150, 400)","[0.5, 1.5)"
43478,570e45fe0b85d914000d7dde,Uranium,"During the Cold War between the Soviet Union and the United States, huge stockpiles of uranium were amassed and tens of thousands of nuclear weapons were created using enriched uranium and plutonium made from uranium. Since the break-up of the Soviet Union in 1991, an estimated 600 short tons (540 metric tons) of highly enriched weapons grade uranium (enough to make 40,000 nuclear warheads) have been stored in often inadequately guarded facilities in the Russian Federation and several other former Soviet states. Police in Asia, Europe, and South America on at least 16 occasions from 1993 to 2005 have intercepted shipments of smuggled bomb-grade uranium or plutonium, most of which was from ex-Soviet sources. From 1993 to 2005 the Material Protection, Control, and Accounting Program, operated by the federal government of the United States, spent approximately US $550 million to help safeguard uranium and plutonium stockpiles in Russia. This money was used for improvements and security enhancements at research and storage facilities. Scientific American reported in February 2006 that in some of the facilities security consisted of chain link fences which were in severe states of disrepair. According to an interview from the article, one facility had been storing samples of enriched (weapons grade) uranium in a broom closet before the improvement project; another had been keeping track of its stock of nuclear warheads using index cards kept in a shoe box.",What is another term for uranium that is enriched?,"{'text': array(['weapons grade'], dtype=object), 'answer_start': array([1301], dtype=int32)}",1475,weapons grade,1301,0.8820338983050847,"(1000, 5000]","[400, 5000)","[0.5, 1.5)"
23805,56f961049b226e1400dd13ea,Marshall_Islands,"Legislative power lies with the Nitijela. The upper house of Parliament, called the Council of Iroij, is an advisory body comprising twelve tribal chiefs. The executive branch consists of the President and the Presidential Cabinet, which consists of ten ministers appointed by the President with the approval of the Nitijela. The twenty-four electoral districts into which the country is divided correspond to the inhabited islands and atolls. There are currently four political parties in the Marshall Islands: Aelon̄ Kein Ad (AKA), United People's Party (UPP), Kien Eo Am (KEA) and United Democratic Party (UDP). Rule is shared by the AKA and the UDP. The following senators are in the legislative body:",How many ministers are in the Presidential Cabinet?,"{'text': array(['ten'], dtype=object), 'answer_start': array([250], dtype=int32)}",705,ten,250,0.3546099290780142,"(700, 1000]","[150, 400)","[0.25, 0.5)"
52666,57261c3438643c19005ad019,Incandescent_light_bulb,"Most light bulbs have either clear or coated glass. The coated glass bulbs have a white powdery substance on the inside called kaolin. Kaolin, or kaolinite, is a white, chalky clay in a very fine powder form, that is blown in and electrostatically deposited on the interior of the bulb. It diffuses the light emitted from the filament, producing a more gentle and evenly distributed light. Manufacturers may add pigments to the kaolin to adjust the characteristics of the final light emitted from the bulb. Kaolin diffused bulbs are used extensively in interior lighting because of their comparatively gentle light. Other kinds of colored bulbs are also made, including the various colors used for ""party bulbs"", Christmas tree lights and other decorative lighting. These are created by coloring the glass with a dopant; which is often a metal like cobalt (blue) or chromium (green). Neodymium-containing glass is sometimes used to provide a more natural-appearing light.",What is the powdery substance in coated glass light bulbs?,"{'text': array(['kaolin'], dtype=object), 'answer_start': array([127], dtype=int32)}",971,kaolin,127,0.13079299691040164,"(700, 1000]","[0, 150)","[0.0, 0.25)"
80704,5728c567ff5b5019007da665,Detroit,"On May 21, 2014, JPMorgan Chase announced that it was injecting $100 million over five years into Detroit's economy, providing development funding for a variety of projects that would increase employment. It is the largest commitment made to any one city by the nation's biggest bank.[citation needed] Of the $100 million, $50 million will go toward development projects, $25 million will go toward city blight removal, $12.5 million will go for job training, $7 million will go for small businesses in the city, and $5.5 million will go toward the M-1 light rail project. On May 19, 2015, JPMorgan Chase announced that it has invested $32 million for two redevelopment projects in the city's Capitol Park district, the Capitol Park Lofts (the former Capitol Park Building) and the Detroit Savings Bank building at 1212 Griswold. Those investments are separate from Chase's five-year, $100-million commitment.",How much did JPMorgan announce in additional investment into Detroit in 2015?,"{'text': array(['$32 million'], dtype=object), 'answer_start': array([636], dtype=int32)}",909,$32 million,636,0.6996699669966997,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
110221,572fdbc3947a6a140053cd60,Armenia,"Yerevan Vernissage (arts and crafts market), close to Republic Square, bustles with hundreds of vendors selling a variety of crafts on weekends and Wednesdays (though the selection is much reduced mid-week). The market offers woodcarving, antiques, fine lace, and the hand-knotted wool carpets and kilims that are a Caucasus specialty. Obsidian, which is found locally, is crafted into assortment of jewellery and ornamental objects. Armenian gold smithery enjoys a long tradition, populating one corner of the market with a selection of gold items. Soviet relics and souvenirs of recent Russian manufacture – nesting dolls, watches, enamel boxes and so on – are also available at the Vernisage.",What is Obsidian used for?,"{'text': array(['jewellery and ornamental objects'], dtype=object), 'answer_start': array([400], dtype=int32)}",695,jewellery and ornamental objects,400,0.5755395683453237,"(600, 700]","[400, 5000)","[0.5, 1.5)"
64944,5acfc72577cf76001a685eea,Cubism,"In France, offshoots of Cubism developed, including Orphism, Abstract art and later Purism. In other countries Futurism, Suprematism, Dada, Constructivism and De Stijl developed in response to Cubism. Early Futurist paintings hold in common with Cubism the fusing of the past and the present, the representation of different views of the subject pictured at the same time, also called multiple perspective, simultaneity or multiplicity, while Constructivism was influenced by Picasso's technique of constructing sculpture from separate elements. Other common threads between these disparate movements include the faceting or simplification of geometric forms, and the association of mechanization and modern life.", What were the four offshoots of Cubism formed in France?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",713,,-1,-0.001402524544179523,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
12252,5acd0be607355d001abf323f,Materialism,"The materialist view is perhaps best understood in its opposition to the doctrines of immaterial substance applied to the mind historically, famously by René Descartes. However, by itself materialism says nothing about how material substance should be characterized. In practice, it is frequently assimilated to one variety of physicalism or another.",Materialism is not frequently assimilated to what? ,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",350,,-1,-0.002857142857142857,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
1055,56d320bf59d6e41400146277,Frédéric_Chopin,"The two became friends, and for many years lived in close proximity in Paris, Chopin at 38 Rue de la Chaussée-d'Antin, and Liszt at the Hôtel de France on the Rue Lafitte, a few blocks away. They performed together on seven occasions between 1833 and 1841. The first, on 2 April 1833, was at a benefit concert organized by Hector Berlioz for his bankrupt Shakespearean actress wife Harriet Smithson, during which they played George Onslow's Sonata in F minor for piano duet. Later joint appearances included a benefit concert for the Benevolent Association of Polish Ladies in Paris. Their last appearance together in public was for a charity concert conducted for the Beethoven Memorial in Bonn, held at the Salle Pleyel and the Paris Conservatory on 25 and 26 April 1841.",Who did the first concert of Chopin and Liszt benefit?,"{'text': array(['Harriet Smithson'], dtype=object), 'answer_start': array([382], dtype=int32)}",773,Harriet Smithson,382,0.49417852522639066,"(700, 1000]","[150, 400)","[0.25, 0.5)"
37817,570bd80cec8fbc190045bb5e,ASCII,"The X3.2 subcommittee designed ASCII based on the earlier teleprinter encoding systems. Like other character encodings, ASCII specifies a correspondence between digital bit patterns and character symbols (i.e. graphemes and control characters). This allows digital devices to communicate with each other and to process, store, and communicate character-oriented information such as written language. Before ASCII was developed, the encodings in use included 26 alphabetic characters, 10 numerical digits, and from 11 to 25 special graphic symbols. To include all these, and control characters compatible with the Comité Consultatif International Téléphonique et Télégraphique (CCITT) International Telegraph Alphabet No. 2 (ITA2) standard, Fieldata, and early EBCDIC, more than 64 codes were required for ASCII.",What was ASCII based on?,"{'text': array(['teleprinter encoding systems'], dtype=object), 'answer_start': array([58], dtype=int32)}",811,teleprinter encoding systems,58,0.07151664611590629,"(700, 1000]","[0, 150)","[0.0, 0.25)"
126388,5a4eb85eaf0d07001ae8cbf2,Geological_history_of_Earth,"The Cenozoic Era covers the 66 million years since the Cretaceous–Paleogene extinction event up to and including the present day. By the end of the Mesozoic era, the continents had rifted into nearly their present form. Laurasia became North America and Eurasia, while Gondwana split into South America, Africa, Australia, Antarctica and the Indian subcontinent, which collided with the Asian plate. This impact gave rise to the Himalayas. The Tethys Sea, which had separated the northern continents from Africa and India, began to close up, forming the Mediterranean sea.",What were still grouped together by the end of the Mesozoic?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",572,,-1,-0.0017482517482517483,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
113857,5acda0a307355d001abf4871,British_Isles,"Ireland, the United Kingdom and the three Crown Dependencies are all parliamentary democracies, with their own separate parliaments. All parts of the United Kingdom return members to parliament in London. In addition to this, voters in Scotland, Wales and Northern Ireland return members to a parliament in Edinburgh and to assemblies in Cardiff and Belfast respectively. Governance in the norm is by majority rule, however, Northern Ireland uses a system of power sharing whereby unionists and nationalists share executive posts proportionately and where the assent of both groups are required for the Northern Ireland Assembly to make certain decisions. (In the context of Northern Ireland, unionists are those who want Northern Ireland to remain a part of the United Kingdom and nationalists are those who want Northern Ireland join with the rest of Ireland.) The British monarch is the head of state for all parts of the isles except for the Republic of Ireland, where the head of state is the President of Ireland.","Ireland, the UK and Great Britain are parliamentary democracies with what?","{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",1019,,-1,-0.0009813542688910696,"(1000, 5000]","[-1, 0)","[-0.25, 0.0)"
122492,5ad1471b645df0001a2d151a,Separation_of_church_and_state_in_the_United_States,"On December 20, 2005, the United States Court of Appeals for the Sixth Circuit ruled in the case of ACLU v. Mercer County that the continued display of the Ten Commandments as part of a larger display on American legal traditions in a Kentucky courthouse was allowed, because the purpose of the display (educating the public on American legal traditions) was secular in nature. In ruling on the Mount Soledad cross controversy on May 3, 2006, however, a federal judge ruled that the cross on public property on Mount Soledad must be removed.", Why were the displays of the ten Commandments disallowed?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",541,,-1,-0.0018484288354898336,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
118523,5730f4ede6313a140071caf0,Russian_language,"The modern literary language is usually considered to date from the time of Alexander Pushkin (Алекса́ндр Пу́шкин) in the first third of the 19th century. Pushkin revolutionized Russian literature by rejecting archaic grammar and vocabulary (so-called ""высо́кий стиль"" — ""high style"") in favor of grammar and vocabulary found in the spoken language of the time. Even modern readers of younger age may only experience slight difficulties understanding some words in Pushkin's texts, since relatively few words used by Pushkin have become archaic or changed meaning. In fact, many expressions used by Russian writers of the early 19th century, in particular Pushkin, Mikhail Lermontov (Михаи́л Ле́рмонтов), Nikolai Gogol (Никола́й Го́голь), Aleksander Griboyedov (Алекса́ндр Грибое́дов), became proverbs or sayings which can be frequently found even in modern Russian colloquial speech.",Who revolutionized modern Russian?,"{'text': array(['Alexander Pushkin'], dtype=object), 'answer_start': array([76], dtype=int32)}",884,Alexander Pushkin,76,0.08597285067873303,"(700, 1000]","[0, 150)","[0.0, 0.25)"
33628,5709c30f200fba14003682bc,United_States_dollar,"The Constitution provides that ""a regular Statement and Account of the Receipts and Expenditures of all public Money shall be published from time to time"". That provision of the Constitution is made specific by Section 331 of Title 31 of the United States Code. The sums of money reported in the ""Statements"" are currently being expressed in U.S. dollars (for example, see the 2009 Financial Report of the United States Government). The U.S. dollar may therefore be described as the unit of account of the United States.",Which section specifically states that receipts for public money must be published?,"{'text': array(['Section 331'], dtype=object), 'answer_start': array([211], dtype=int32)}",520,Section 331,211,0.40576923076923077,"(0, 600]","[150, 400)","[0.25, 0.5)"
24459,56f8868baef2371900626162,Alps,"Peaks in France, Italy and Switzerland lie in the ""Houillière zone"", which consists of basement with sediments from the Mesozoic Era. High ""massifs"" with external sedimentary cover are more common in the Western Alps and were affected by Neogene Period thin-skinned thrusting whereas the Eastern Alps have comparatively few high peaked massifs. Similarly the peaks in Switzerland extending to western Austria (Helvetic nappes) consist of thin-skinned sedimentary folding that detached from former basement rock.","When compared to the Western Alps, what area has few high peaked massifs?","{'text': array(['Eastern Alps'], dtype=object), 'answer_start': array([288], dtype=int32)}",511,Eastern Alps,288,0.5636007827788649,"(0, 600]","[150, 400)","[0.5, 1.5)"
17841,5ad14d7a645df0001a2d16a4,Universal_Studios,"Goetz set out an ambitious schedule. Universal-International became responsible for the American distribution of Rank's British productions, including such classics as David Lean's Great Expectations (1946) and Laurence Olivier's Hamlet (1948). Broadening its scope further, Universal-International branched out into the lucrative non-theatrical field, buying a majority stake in home-movie dealer Castle Films in 1947, and taking the company over entirely in 1951. For three decades, Castle would offer ""highlights"" reels from the Universal film library to home-movie enthusiasts and collectors. Goetz licensed Universal's pre–Universal-International film library to Jack Broeder's Realart Pictures for cinema re-release but Realart was not allowed to show the films on television.",What year was Laurence Olivier's Great Expectations produced?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",782,,-1,-0.0012787723785166241,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
65006,5726a4e1f1498d1400e8e5e6,Cubism,"The historical study of Cubism began in the late 1920s, drawing at first from sources of limited data, namely the opinions of Guillaume Apollinaire. It came to rely heavily on Daniel-Henry Kahnweiler's book Der Weg zum Kubismus (published in 1920), which centered on the developments of Picasso, Braque, Léger, and Gris. The terms ""analytical"" and ""synthetic"" which subsequently emerged have been widely accepted since the mid-1930s. Both terms are historical impositions that occurred after the facts they identify. Neither phase was designated as such at the time corresponding works were created. ""If Kahnweiler considers Cubism as Picasso and Braque,"" wrote Daniel Robbins, ""our only fault is in subjecting other Cubists' works to the rigors of that limited definition.""",When did the historical study of Cubism begin?,"{'text': array(['in the late 1920s'], dtype=object), 'answer_start': array([37], dtype=int32)}",774,in the late 1920s,37,0.04780361757105943,"(700, 1000]","[0, 150)","[0.0, 0.25)"
15383,56e084e27aa994140058e59f,Saint_Helena,"The UK national curriculum is adapted for local use. A range of qualifications are offered – from GCSE, A/S and A2, to Level 3 Diplomas and VRQ qualifications:",What curriculum does the island adapt?,"{'text': array(['The UK national curriculum'], dtype=object), 'answer_start': array([0], dtype=int32)}",159,The UK national curriculum,0,0.0,"(0, 600]","[0, 150)","[0.0, 0.25)"
656,56bfdbf2a10cfb1400551342,Beyoncé,"Beyoncé has worked with Tommy Hilfiger for the fragrances True Star (singing a cover version of ""Wishing on a Star"") and True Star Gold; she also promoted Emporio Armani's Diamonds fragrance in 2007. Beyoncé launched her first official fragrance, Heat in 2010. The commercial, which featured the 1956 song ""Fever"", was shown after the water shed in the United Kingdom as it begins with an image of Beyoncé appearing to lie naked in a room. In February 2011, Beyoncé launched her second fragrance, Heat Rush. Beyoncé's third fragrance, Pulse, was launched in September 2011. In 2013, The Mrs. Carter Show Limited Edition version of Heat was released. The six editions of Heat are the world's best-selling celebrity fragrance line, with sales of over $400 million.","When was her second perfume, Heat Rush, released?","{'text': array(['2011'], dtype=object), 'answer_start': array([452], dtype=int32)}",762,2011,452,0.5931758530183727,"(700, 1000]","[400, 5000)","[0.5, 1.5)"
97604,572a84d3f75d5e190021fb3b,Madrasa,"""The first Ottoman Medrese was created in İznik in 1331 and most Ottoman medreses followed the traditions of Sunni Islam."" ""When an Ottoman sultan established a new medrese, he would invite scholars from the Islamic world—for example, Murad II brought scholars from Persia, such as ʻAlāʼ al-Dīn and Fakhr al-Dīn who helped enhance the reputation of the Ottoman medrese"". This reveals that the Islamic world was interconnected in the early modern period as they travelled around to other Islamic states exchanging knowledge. This sense that the Ottoman Empire was becoming modernised through globalization is also recognised by Hamadeh who says: ""Change in the eighteenth century as the beginning of a long and unilinear march toward westernisation reflects the two centuries of reformation in sovereign identity."" İnalcık also mentions that while scholars from for example Persia travelled to the Ottomans in order to share their knowledge, Ottomans travelled as well to receive education from scholars of these Islamic lands, such as Egypt, Persia and Turkestan. Hence, this reveals that similar to today's modern world, individuals from the early modern society travelled abroad to receive education and share knowledge and that the world was more interconnected than it seems. Also, it reveals how the system of ""schooling"" was also similar to today's modern world where students travel abroad to different countries for studies. Examples of Ottoman madaris are the ones built by Mehmed the Conqueror. He built eight madaris that were built ""on either side of the mosque where there were eight higher madaris for specialised studies and eight lower medreses, which prepared students for these."" The fact that they were built around, or near mosques reveals the religious impulses behind madrasa building and it reveals the interconnectedness between institutions of learning and religion. The students who completed their education in the lower medreses became known as danismends. This reveals that similar to the education system today, the Ottomans' educational system involved different kinds of schools attached to different kinds of levels. For example, there were lower madaris and specialised ones, and for one to get into the specialised area meant that he had to complete the classes in the lower one in order to adequately prepare himself for higher learning.",Where were Ottoman madaris built?,"{'text': array(['near mosques'], dtype=object), 'answer_start': array([1739], dtype=int32)}",2373,near mosques,1739,0.7328276443320692,"(1000, 5000]","[400, 5000)","[0.5, 1.5)"
94861,5a2c5009bfd06b001a5aeb1f,Neoclassical_architecture,"In Britain a number of architects are active in the neoclassical style. Two new university Libraries, Quinlan Terry's Maitland Robinson Library at Downing College and ADAM Architecture's Sackler Library illustrate that the approach taken can range from the traditional, in the former case, to the unconventional, in the latter case. Recently, Prince Charles came under controversy for promoting a classically designed development on the land of the former Chelsea Barracks in London. Writing to the Qatari Royal family (who were funding the development through the property development company Qatari Diar) he condemned the accepted modernist plans, instead advocating a classical approach. His appeal was met with success and the plans were withdrawn. A new design by architecture house Dixon Jones is currently being drafted.",What country has a number of architects active in the Roman Greco style?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",827,,-1,-0.0012091898428053204,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
71435,5acf762a77cf76001a684e66,Capacitor,"Capacitors may have their connecting leads arranged in many configurations, for example axially or radially. ""Axial"" means that the leads are on a common axis, typically the axis of the capacitor's cylindrical body – the leads extend from opposite ends. Radial leads might more accurately be referred to as tandem; they are rarely actually aligned along radii of the body's circle, so the term is inexact, although universal. The leads (until bent) are usually in planes parallel to that of the flat body of the capacitor, and extend in the same direction; they are often parallel as manufactured.",Which type of configuration is never manufactured with the leads parallel to the body of the capacitor?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",597,,-1,-0.0016750418760469012,"(0, 600]","[-1, 0)","[-0.25, 0.0)"
8350,5acfc92b77cf76001a685f8e,Prime_minister,"The convention in the English language is to call nearly all national heads of government ""prime minister"" (sometimes modified to the equivalent term of premier), regardless of the correct title of the head of government as applied in his or her respective country. The few exceptions to the rule are Germany and Austria, whose heads of government titles are almost always translated as Chancellor; Monaco, whose head of government is referred to as the Minister of State; and Vatican City, for which the head of government is titled the Secretary of State. In the case of Ireland, the head of government is occasionally referred to as the Taoiseach by English speakers. A stand-out case is the President of Iran, who is not actually a head of state, but the head of the government of Iran. He is referred to as ""president"" in both the Persian and English languages.",What is the secretary of State in Italy?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",866,,-1,-0.0011547344110854503,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
6633,56d5ca321c85041400946dd4,Dog,"A number of common human foods and household ingestibles are toxic to dogs, including chocolate solids (theobromine poisoning), onion and garlic (thiosulphate, sulfoxide or disulfide poisoning), grapes and raisins, macadamia nuts, xylitol, as well as various plants and other potentially ingested materials. The nicotine in tobacco can also be dangerous. Dogs can get it by scavenging in garbage or ashtrays; eating cigars and cigarettes. Signs can be vomiting of large amounts (e.g., from eating cigar butts) or diarrhea. Some other signs are abdominal pain, loss of coordination, collapse, or death. Dogs are highly susceptible to theobromine poisoning, typically from ingestion of chocolate. Theobromine is toxic to dogs because, although the dog's metabolism is capable of breaking down the chemical, the process is so slow that even small amounts of chocolate can be fatal, especially dark chocolate.",What type of nut is poisonous to dogs?,"{'text': array(['macadamia'], dtype=object), 'answer_start': array([215], dtype=int32)}",905,macadamia,215,0.23756906077348067,"(700, 1000]","[150, 400)","[0.0, 0.25)"
79562,5727b460ff5b5019007d9306,Galicia_(Spain),"In 1063, Ferdinand I of Castile divided his realm among his sons, and the Kingdom of Galicia was granted to Garcia II of Galicia. In 1072, it was forcibly annexed by Garcia's brother Alfonso VI of León; from that time Galicia was united with the Kingdom of León under the same monarchs. In the 13th century Alfonso X of Castile standardized the Castilian language and made it the language of court and government. Nevertheless, in his Kingdom of Galicia the Galician language was the only language spoken, and the most used in government and legal uses, as well as in literature.",Who was the brother who later took control for himself?,"{'text': array(['Alfonso VI'], dtype=object), 'answer_start': array([183], dtype=int32)}",579,Alfonso VI,183,0.3160621761658031,"(0, 600]","[150, 400)","[0.25, 0.5)"
53267,5a0cf06ef5590b0018dab67c,Clothing,"Clothing protects against many things that might injure the uncovered human body. Clothes protect people from the elements, including rain, snow, wind, and other weather, as well as from the sun. However, clothing that is too sheer, thin, small, tight, etc., offers less protection. Clothes also reduce risk during activities such as work or sport. Some clothing protects from specific environmental hazards, such as insects, noxious chemicals, weather, weapons, and contact with abrasive substances. Conversely, clothing may protect the environment from the clothing wearer, as with doctors wearing medical scrubs.",Noxious chemicals are not what kind of hazard?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",615,,-1,-0.0016260162601626016,"(600, 700]","[-1, 0)","[-0.25, 0.0)"
31419,5ad42466604f3c001a400896,Houston,"METRO began light rail service on January 1, 2004, with the inaugural track (""Red Line"") running about 8 miles (13 km) from the University of Houston–Downtown (UHD), which traverses through the Texas Medical Center and terminates at NRG Park. METRO is currently in the design phase of a 10-year expansion plan that will add five more lines. and expand the current Red Line. Amtrak, the national passenger rail system, provides service three times a week to Houston via the Sunset Limited (Los Angeles–New Orleans), which stops at a train station on the north side of the downtown area. The station saw 14,891 boardings and alightings in fiscal year 2008. In 2012, there was a 25 percent increase in ridership to 20,327 passengers embarking from the Houston Amtrak station.",How many new rail lines are planned for the future in Texas light rail?,"{'text': array([], dtype=object), 'answer_start': array([], dtype=int32)}",772,,-1,-0.0012953367875647669,"(700, 1000]","[-1, 0)","[-0.25, 0.0)"
18210,56e43a6e8c00841900fbaf3f,Estonian_language,"Although the Estonian and Germanic languages are of very different origins, one can identify many similar words in Estonian and English, for example. This is primarily because the Estonian language has borrowed nearly one third of its vocabulary from Germanic languages, mainly from Low Saxon (Middle Low German) during the period of German rule, and High German (including standard German). The percentage of Low Saxon and High German loanwords can be estimated at 22–25 percent, with Low Saxon making up about 15 percent.[citation needed]",Close to 33 percent of Estonian's vocabulary belong to what group of languages?,"{'text': array(['Germanic languages'], dtype=object), 'answer_start': array([26], dtype=int32)}",540,Germanic languages,26,0.04814814814814815,"(0, 600]","[0, 150)","[0.0, 0.25)"
